Date,Transaction
9/17/17,New York Yankees recalled RHP Domingo German from Scranton/Wilkes-Barre RailRiders.
9/17/17,Baltimore Orioles selected the contract of LHP Tanner Scott from Bowie Baysox.
9/17/17,Baltimore Orioles designated RHP Richard Rodriguez for assignment.
9/17/17,Kansas City Royals activated LHP Danny Duffy from the 10-day disabled list.
9/17/17,Cleveland Indians activated 2B Jason Kipnis from the 10-day disabled list.
9/17/17,RHP Ryan Vogelsong retired.
9/17/17,Baltimore Orioles sent RHP Richard Rodriguez outright to Norfolk Tides.
9/17/17,Cincinnati Reds transferred RHP Drew Storen from the 10-day disabled list to the 60-day disabled list. Right elbow sprain.
9/17/17,Cincinnati Reds claimed 1B D.J. Peterson off waivers from Chicago White Sox.
9/17/17,Chicago White Sox sent Alfredo Gonzalez outright to Birmingham Barons.
9/17/17,Houston Astros reassigned 3B Colin Moran to the minor leagues.
9/17/17,C Willson Contreras roster status changed by Chicago Cubs.
9/18/17,Cincinnati Reds sent RHP Barrett Astin outright to Louisville Bats.
9/18/17,Chicago Cubs activated C Willson Contreras.
9/18/17,San Diego Padres recalled RF Hunter Renfroe from El Paso Chihuahuas.
9/18/17,San Diego Padres recalled CF Travis Jankowski from El Paso Chihuahuas.
9/18/17,San Diego Padres recalled RHP Tim Melville from El Paso Chihuahuas.
9/18/17,San Diego Padres selected the contract of C Rocky Gale from El Paso Chihuahuas.
9/18/17,San Diego Padres designated RHP Jose Valdez for assignment.
9/18/17,San Diego Padres selected the contract of 3B Christian Villanueva from El Paso Chihuahuas.
9/18/17,San Diego Padres designated SS Dusty Coleman for assignment.
9/18/17,Minnesota Twins signed free agent CF Carlos Aguiar to a minor league contract.
9/18/17,Chicago White Sox signed free agent SS Camilo Quinteiro to a minor league contract.
9/19/17,Cincinnati Reds sent 1B D.J. Peterson outright to Louisville Bats.
9/19/17,Miami Marlins activated LHP Chris O'Grady from the 10-day disabled list.
9/19/17,St. Louis Cardinals activated RHP Adam Wainwright from the 10-day disabled list.
9/19/17,Arizona Diamondbacks signed free agent OF Manuel Montas to a minor league contract.
9/19/17,Arizona Diamondbacks signed free agent RHP Jose Valencia to a minor league contract.
9/20/17,Cincinnati Reds activated CF Billy Hamilton from the 10-day disabled list.
9/20/17,St. Louis Cardinals recalled RHP Josh Lucas from Memphis Redbirds.
9/20/17,St. Louis Cardinals recalled SS Aledmys Diaz from Memphis Redbirds.
9/20/17,San Francisco Giants claimed RHP Pierce Johnson off waivers from Chicago Cubs.
9/20/17,San Francisco Giants transferred 1B Brandon Belt from the 10-day disabled list to the 60-day disabled list. Concussion.
9/20/17,Houston Astros reassigned RHP Mike Fiers to the minor leagues.
9/20/17,Texas Rangers signed free agent LHP Jose Alcala to a minor league contract.
9/20/17,Tampa Bay Rays signed free agent CF Reissel Silvestre to a minor league contract.
9/21/17,St. Louis Cardinals recalled 2B Breyvic Valera from Memphis Redbirds.
9/21/17,San Diego Padres sent RHP Jose Valdez outright to El Paso Chihuahuas.
9/21/17,San Diego Padres sent SS Dusty Coleman outright to El Paso Chihuahuas.
9/21/17,Tampa Bay Rays designated SS Danny Espinosa for assignment.
9/21/17,Tampa Bay Rays recalled 3B Daniel Robertson from Durham Bulls.
9/21/17,Tampa Bay Rays recalled RHP Chih-Wei Hu from Durham Bulls.
9/21/17,Tampa Bay Rays activated LHP Xavier Cedeno from the 60-day disabled list.
9/21/17,Milwaukee Brewers sent 3B Yadiel Rivera outright to Colorado Springs Sky Sox.
9/21/17,Tampa Bay Rays sent SS Danny Espinosa outright to Durham Bulls.
9/21/17,Atlanta Braves signed free agent CF Christian Zamora to a minor league contract.
9/22/17,Los Angeles Dodgers activated RHP Brandon McCarthy from the 60-day disabled list.
9/22/17,"Los Angeles Dodgers placed RHP Josh Ravin on the 60-day disabled list retroactive to September 18, 2017. Abdomen strain."
9/22/17,Minnesota Twins signed free agent RHP Niklas Rimmel to a minor league contract.
9/22/17,Houston Astros signed free agent LHP Julio Robaina to a minor league contract.
9/23/17,New York Mets activated RHP Noah Syndergaard.
9/23/17,New York Mets transferred RHP Zack Wheeler from the 10-day disabled list to the 60-day disabled list. Streaa reaction in right arm.
9/23/17,Boston Red Sox signed free agent OF Angel Maita to a minor league contract.
9/23/17,Boston Red Sox signed free agent OF Jesus Maita to a minor league contract.
9/23/17,Cleveland Indians signed free agent LHP Abraham Figueroa to a minor league contract.
9/24/17,Atlanta Braves selected the contract of C Tony Sanchez from Gwinnett Braves.
9/24/17,Atlanta Braves traded 3B Connor Joe to Los Angeles Dodgers for Future Considerations.
9/24/17,Boston Red Sox signed free agent LHP Felix Gomez to a minor league contract.
9/25/17,Boston Red Sox signed free agent RHP Miguel Suero to a minor league contract.
9/26/17,New York Yankees activated CF Aaron Hicks from the 10-day disabled list.
9/26/17,Washington Nationals activated RF Bryce Harper from the 10-day disabled list.
9/26/17,Detroit Tigers signed free agent 3B Pedro Jaime to a minor league contract.
9/26/17,Detroit Tigers signed free agent RHP Yonson Guerrero to a minor league contract.
9/26/17,Seattle Mariners signed free agent LHP Raul Alcantara to a minor league contract.
9/27/17,Washington Nationals signed free agent OF Diony Joseph to a minor league contract.
9/28/17,Minnesota Twins signed free agent RHP Donny Breek to a minor league contract.
9/28/17,Chicago Cubs signed free agent C Alexander Guerra to a minor league contract.
9/28/17,New York Mets signed free agent RHP Rolfy Vargas to a minor league contract.
9/29/17,New York Yankees activated RHP Adam Warren from the 10-day disabled list.
9/29/17,Toronto Blue Jays transferred RHP Aaron Sanchez from the 10-day disabled list to the 60-day disabled list. Blister.
9/29/17,Toronto Blue Jays selected the contract of RHP Taylor Cole from Buffalo Bisons.
9/29/17,Minnesota Twins activated 3B Miguel Sano from the 10-day disabled list.
9/29/17,Los Angeles Dodgers placed LF O'Koyea Dickson on the 60-day disabled list. Subluxed left shoulder.
9/29/17,Los Angeles Dodgers selected the contract of 2B Tim Locastro from Oklahoma City Dodgers.
9/30/17,Arizona Diamondbacks activated C Jeff Mathis from the 10-day disabled list.
9/30/17,Cleveland Indians activated LF Michael Brantley from the 10-day disabled list.
9/30/17,Washington Nationals activated SS Stephen Drew from the 60-day disabled list.
9/30/17,Washington Nationals placed RHP Shawn Kelley on the 60-day disabled list. Bone chips in right elbow.
10/1/17,RHP Matt Cain retired.
10/1/17,New York Yankees activated LHP Caleb Smith from the 10-day disabled list.
10/1/17,Houston Astros activated RHP David Paulino from the restricted list.
10/1/17,Houston Astros placed RHP David Paulino on the 60-day disabled list. Bone spurs in right elbow.
10/2/17,Baltimore Orioles recalled RHP Alec Asher from Bowie Baysox.
10/2/17,Baltimore Orioles recalled RHP Stefan Crichton from Norfolk Tides.
10/2/17,Baltimore Orioles recalled RHP Yefry Ramirez from Bowie Baysox.
10/2/17,Baltimore Orioles recalled LHP Chris Lee from Norfolk Tides.
10/2/17,Baltimore Orioles recalled RHP Jesus Liranzo from Bowie Baysox.
10/2/17,Boston Red Sox recalled LHP Brian Johnson from Pawtucket Red Sox.
10/2/17,Boston Red Sox recalled LHP Henry Owens from Portland Sea Dogs.
10/2/17,Boston Red Sox recalled RHP Ben Taylor from Pawtucket Red Sox.
10/2/17,Cleveland Indians recalled RHP Adam Plutko from Lynchburg Hillcats.
10/2/17,Cleveland Indians designated RHP Joe Colon for assignment.
10/2/17,Chicago White Sox recalled CF Jacob May from Charlotte Knights.
10/2/17,Chicago White Sox recalled Tyler Danish from Charlotte Knights.
10/2/17,Chicago White Sox recalled OF Ryan Cordell from Charlotte Knights.
10/2/17,Chicago White Sox recalled RHP Brad Goldberg from Charlotte Knights.
10/2/17,Chicago White Sox activated LHP Carlos Rodon from the 10-day disabled list.
10/2/17,Chicago White Sox activated RHP Jake Petricka from the 10-day disabled list.
10/2/17,Chicago White Sox activated RHP Nate Jones from the 10-day disabled list.
10/2/17,Chicago White Sox activated CF Leury Garcia from the 10-day disabled list.
10/2/17,Detroit Tigers recalled RF Jim Adduci from Toledo Mud Hens.
10/2/17,Detroit Tigers recalled RHP Bruce Rondon from Toledo Mud Hens.
10/2/17,Detroit Tigers recalled LHP Kyle Ryan from Toledo Mud Hens.
10/2/17,Detroit Tigers recalled 3B Dawel Lugo from Erie SeaWolves.
10/2/17,Houston Astros recalled 1B A.J. Reed from Fresno Grizzlies.
10/2/17,Houston Astros recalled RF Preston Tucker from Fresno Grizzlies.
10/2/17,Detroit Tigers recalled RHP Sandy Baez from Erie SeaWolves.
10/2/17,Kansas City Royals recalled CF Billy Burns from Omaha Storm Chasers.
10/2/17,Kansas City Royals recalled RHP Kyle Zimmer from Omaha Storm Chasers.
10/2/17,Kansas City Royals recalled Hunter Dozier from Omaha Storm Chasers.
10/2/17,Kansas City Royals recalled 1B Samir Duenez from Northwest Arkansas Naturals.
10/2/17,Los Angeles Angels recalled RHP Dayan Diaz from Orem Owlz.
10/2/17,Los Angeles Angels recalled LHP Nate Smith from Salt Lake Bees.
10/2/17,Los Angeles Angels activated 3B Yunel Escobar from the 10-day disabled list.
10/2/17,Los Angeles Angels activated 1B Jefry Marte from the 10-day disabled list.
10/2/17,Minnesota Twins recalled RF Daniel Palka from Rochester Red Wings.
10/2/17,Minnesota Twins recalled LHP Randy Rosario from Chattanooga Lookouts.
10/2/17,Minnesota Twins recalled RHP Felix Jorge from Chattanooga Lookouts.
10/2/17,Minnesota Twins recalled RHP Fernando Romero from Chattanooga Lookouts.
10/2/17,Minnesota Twins recalled LHP Dietrich Enns from Chattanooga Lookouts.
10/2/17,New York Yankees recalled C Kyle Higashioka from Scranton/Wilkes-Barre RailRiders.
10/2/17,New York Yankees recalled RHP Ronald Herrera from Scranton/Wilkes-Barre RailRiders.
10/2/17,New York Yankees recalled 1B Garrett Cooper from Scranton/Wilkes-Barre RailRiders.
10/2/17,Oakland Athletics recalled RHP Jesse Hahn from Nashville Sounds.
10/2/17,Oakland Athletics recalled RHP Frankie Montas from Nashville Sounds.
10/2/17,Oakland Athletics recalled CF Jaycob Brugman from Nashville Sounds.
10/2/17,Oakland Athletics recalled SS Yairo Munoz from Nashville Sounds.
10/2/17,Oakland Athletics recalled RHP Chris Bassitt from Nashville Sounds.
10/2/17,Oakland Athletics recalled SS Jorge Mateo from Midland RockHounds.
10/2/17,Oakland Athletics recalled RHP Josh Smith from Nashville Sounds.
10/2/17,Seattle Mariners recalled RHP Seth Frankoff from Modesto Nuts.
10/2/17,Seattle Mariners recalled RHP Max Povse from Tacoma Rainiers.
10/2/17,Seattle Mariners recalled RHP Thyago Vieira from Tacoma Rainiers.
10/2/17,Seattle Mariners recalled RHP Chase De Jong from Arkansas Travelers.
10/2/17,Seattle Mariners activated RHP Tony Zych from the 10-day disabled list.
10/2/17,Seattle Mariners recalled RHP Rob Whalen from Tacoma Rainiers.
10/2/17,Tampa Bay Rays recalled RHP Jose De Leon from Charlotte Stone Crabs.
10/2/17,Tampa Bay Rays recalled RHP Jaime Schultz from Durham Bulls.
10/2/17,Tampa Bay Rays recalled RHP Hunter Wood from Durham Bulls.
10/2/17,Tampa Bay Rays recalled SS Willy Adames from Durham Bulls.
10/2/17,Texas Rangers recalled SS Jurickson Profar from Round Rock Express.
10/2/17,Texas Rangers recalled RHP Connor Sadzeck from Frisco RoughRiders.
10/2/17,Texas Rangers recalled RHP Clayton Blackburn from Round Rock Express.
10/2/17,Texas Rangers recalled 1B Ronald Guzman from Round Rock Express.
10/2/17,Toronto Blue Jays recalled RF Dwight Smith Jr. from Buffalo Bisons.
10/2/17,Toronto Blue Jays recalled CF Anthony Alford from Buffalo Bisons.
10/2/17,Toronto Blue Jays recalled RF Harold Ramirez from New Hampshire Fisher Cats.
10/2/17,Toronto Blue Jays recalled LHP Ryan Borucki from Buffalo Bisons.
10/2/17,Toronto Blue Jays recalled 2B Lourdes Gurriel Jr. from New Hampshire Fisher Cats.
10/2/17,Arizona Diamondbacks recalled RHP Matt Koch from Reno Aces.
10/2/17,Arizona Diamondbacks recalled CF Socrates Brito from Reno Aces.
10/2/17,Arizona Diamondbacks recalled SS Jack Reinheimer from Reno Aces.
10/2/17,Arizona Diamondbacks recalled SS Domingo Leyba from Jackson Generals.
10/2/17,Atlanta Braves recalled LHP Jesse Biddle from Mississippi Braves.
10/2/17,Atlanta Braves recalled RHP Jason Hursh from Gwinnett Braves.
10/2/17,Atlanta Braves recalled RHP Akeel Morris from Gwinnett Braves.
10/2/17,Atlanta Braves recalled RHP Aaron Blair from Gwinnett Braves.
10/2/17,Atlanta Braves recalled RHP Mauricio Cabrera from Mississippi Braves.
10/2/17,Chicago Cubs recalled RHP Eddie Butler from Iowa Cubs.
10/2/17,Chicago Cubs recalled RHP Duane Underwood Jr. from Tennessee Smokies.
10/2/17,Chicago Cubs recalled RHP Alec Mills from Myrtle Beach Pelicans.
10/2/17,Chicago Cubs recalled LF Mark Zagunis from Iowa Cubs.
10/2/17,Cincinnati Reds recalled 2B Dilson Herrera from Louisville Bats.
10/2/17,Cincinnati Reds recalled RF Aristides Aquino from Pensacola Blue Wahoos.
10/2/17,Cincinnati Reds activated RHP Austin Brice from the 10-day disabled list.
10/2/17,Cincinnati Reds activated C Devin Mesoraco from the 10-day disabled list.
10/2/17,Colorado Rockies recalled RHP Yency Almonte from Albuquerque Isotopes.
10/2/17,Colorado Rockies recalled RHP Rayan Gonzalez from Albuquerque Isotopes.
10/2/17,Colorado Rockies recalled LF David Dahl from Albuquerque Isotopes.
10/2/17,Colorado Rockies recalled RHP Zach Jemiola from Albuquerque Isotopes.
10/2/17,Colorado Rockies recalled 1B Jordan Patterson from Albuquerque Isotopes.
10/2/17,Los Angeles Dodgers recalled LHP Julio Urias from Oklahoma City Dodgers.
10/2/17,Miami Marlins recalled LHP Hunter Cervenka from New Orleans Baby Cakes.
10/2/17,Miami Marlins recalled LF Destin Hood from New Orleans Baby Cakes.
10/2/17,Miami Marlins recalled C Austin Nola from New Orleans Baby Cakes.
10/2/17,Miami Marlins recalled RHP Tayron Guerrero from New Orleans Baby Cakes.
10/2/17,Miami Marlins recalled RHP Severino Gonzalez from New Orleans Baby Cakes.
10/2/17,Miami Marlins activated 3B Martin Prado from the 10-day disabled list.
10/2/17,Miami Marlins activated RHP Edinson Volquez from the 10-day disabled list.
10/2/17,Miami Marlins activated SS JT Riddle from the 10-day disabled list.
10/2/17,Miami Marlins activated RHP Nick Wittgren from the 10-day disabled list.
10/2/17,Milwaukee Brewers recalled RHP Taylor Jungmann from Colorado Springs Sky Sox.
10/2/17,Milwaukee Brewers recalled RHP Adrian Houser from Wisconsin Timber Rattlers.
10/2/17,Milwaukee Brewers recalled LHP Tyler Webb from Colorado Springs Sky Sox.
10/2/17,Milwaukee Brewers recalled CF Lewis Brinson from Colorado Springs Sky Sox.
10/2/17,Milwaukee Brewers recalled RHP Jorge Lopez from Biloxi Shuckers.
10/2/17,Milwaukee Brewers activated RHP Jimmy Nelson from the 10-day disabled list.
10/2/17,New York Mets recalled RF Wuilmer Becerra from St. Lucie Mets.
10/2/17,New York Mets recalled RHP Marcos Molina from Binghamton Rumble Ponies.
10/2/17,New York Mets recalled RHP Tyler Pill from Las Vegas 51s.
10/2/17,New York Mets activated 3B T.J. Rivera from the 10-day disabled list.
10/2/17,New York Mets activated LF Yoenis Cespedes from the 10-day disabled list.
10/2/17,New York Mets activated LF Michael Conforto from the 10-day disabled list.
10/2/17,Philadelphia Phillies recalled 2B Jesmuel Valentin from Lehigh Valley IronPigs.
10/2/17,Philadelphia Phillies recalled RHP Mark Appel from Lehigh Valley IronPigs.
10/2/17,Philadelphia Phillies recalled CF Roman Quinn from Lehigh Valley IronPigs.
10/2/17,Philadelphia Phillies recalled Eliezer Alvarez from Lehigh Valley IronPigs.
10/2/17,Philadelphia Phillies recalled LHP Elniery Garcia from Lehigh Valley IronPigs.
10/2/17,Philadelphia Phillies recalled RHP Alberto Tirado from Clearwater Threshers.
10/2/17,Philadelphia Phillies recalled RF Dylan Cozens from Lehigh Valley IronPigs.
10/2/17,Philadelphia Phillies recalled RHP Drew Anderson from Lehigh Valley IronPigs.
10/2/17,Pittsburgh Pirates recalled SS Gift Ngoepe from Indianapolis Indians.
10/2/17,Pittsburgh Pirates recalled RHP Nick Kingham from Indianapolis Indians.
10/2/17,Pittsburgh Pirates recalled RHP Clay Holmes from Indianapolis Indians.
10/2/17,Pittsburgh Pirates activated C Francisco Cervelli from the 10-day disabled list.
10/2/17,San Diego Padres recalled 3B Ryan Schimpf from El Paso Chihuahuas.
10/2/17,San Diego Padres recalled SS Jose Rondon from El Paso Chihuahuas.
10/2/17,San Diego Padres recalled RHP Walker Lockett from El Paso Chihuahuas.
10/2/17,San Diego Padres recalled RHP Jose Ruiz from Lake Elsinore Storm.
10/2/17,San Diego Padres recalled CF Franchy Cordero from El Paso Chihuahuas.
10/2/17,San Diego Padres recalled SS Javier Guerra from San Antonio Missions.
10/2/17,San Diego Padres recalled RHP Kyle Lloyd from El Paso Chihuahuas.
10/2/17,San Francisco Giants recalled RHP Chase Johnson from Sacramento River Cats.
10/2/17,San Francisco Giants recalled RHP Dan Slania from Richmond Flying Squirrels.
10/2/17,San Francisco Giants sent C Trevor Brown outright to Sacramento River Cats.
10/2/17,San Francisco Giants recalled SS Christian Arroyo from Sacramento River Cats.
10/2/17,San Francisco Giants activated 2B Miguel Gomez from the 10-day disabled list.
10/2/17,San Francisco Giants recalled RHP Joan Gregorio from Sacramento River Cats.
10/2/17,St. Louis Cardinals recalled RHP Rowan Wick from Memphis Redbirds.
10/2/17,St. Louis Cardinals recalled RHP Mike Mayers from Memphis Redbirds.
10/2/17,St. Louis Cardinals recalled SS Edmundo Sosa from Palm Beach Cardinals.
10/2/17,Washington Nationals recalled RHP Trevor Gott from Syracuse Chiefs.
10/2/17,Washington Nationals recalled RHP Austin Voth from Harrisburg Senators.
10/2/17,Washington Nationals recalled LF Jose Marmolejos from Harrisburg Senators.
10/2/17,Washington Nationals activated CF Brian Goodwin from the 10-day disabled list.
10/2/17,New York Yankees reassigned SS Tyler Wade to the minor leagues.
10/2/17,Seattle Mariners placed RHP Rob Whalen on the restricted list.
10/2/17,San Francisco Giants activated RHP Pierce Johnson.
10/2/17,Arizona Diamondbacks signed free agent CF Wilderd Patino to a minor league contract.
10/3/17,New York Yankees reassigned RHP Giovanny Gallegos to the minor leagues.
10/3/17,New York Yankees activated LHP Jaime Garcia.
10/3/17,New York Yankees reassigned RHP Domingo German to the minor leagues.
10/3/17,New York Yankees reassigned RHP Ben Heller to the minor leagues.
10/3/17,New York Yankees reassigned RHP Ronald Herrera to the minor leagues.
10/3/17,New York Yankees reassigned RHP Jonathan Holder to the minor leagues.
10/3/17,New York Yankees reassigned RHP Bryan Mitchell to the minor leagues.
10/3/17,New York Yankees reassigned LHP Jordan Montgomery to the minor leagues.
10/3/17,New York Yankees reassigned LHP Caleb Smith to the minor leagues.
10/3/17,New York Yankees activated RHP Masahiro Tanaka.
10/3/17,New York Yankees reassigned C Kyle Higashioka to the minor leagues.
10/3/17,New York Yankees reassigned 1B Tyler Austin to the minor leagues.
10/3/17,New York Yankees reassigned 1B Garrett Cooper to the minor leagues.
10/3/17,New York Yankees reassigned 3B Miguel Andujar to the minor leagues.
10/3/17,New York Yankees reassigned C Erik Kratz to the minor leagues.
10/3/17,Minnesota Twins reassigned RHP Bartolo Colon to the minor leagues.
10/3/17,Minnesota Twins reassigned RHP John Curtiss to the minor leagues.
10/3/17,Minnesota Twins reassigned LHP Dietrich Enns to the minor leagues.
10/3/17,Minnesota Twins reassigned RHP Kyle Gibson to the minor leagues.
10/3/17,Minnesota Twins reassigned RHP Felix Jorge to the minor leagues.
10/3/17,Minnesota Twins reassigned LHP Gabriel Moya to the minor leagues.
10/3/17,Minnesota Twins reassigned LHP Glen Perkins to the minor leagues.
10/3/17,Minnesota Twins reassigned RHP Fernando Romero to the minor leagues.
10/3/17,Minnesota Twins reassigned LHP Randy Rosario to the minor leagues.
10/3/17,Minnesota Twins reassigned RHP Aaron Slegers to the minor leagues.
10/3/17,Minnesota Twins reassigned RHP Michael Tonkin to the minor leagues.
10/3/17,Minnesota Twins reassigned LHP Nik Turley to the minor leagues.
10/3/17,Minnesota Twins reassigned 3B Miguel Sano to the minor leagues.
10/3/17,Minnesota Twins reassigned RF Niko Goodrum to the minor leagues.
10/3/17,Minnesota Twins reassigned RF Daniel Palka to the minor leagues.
10/3/17,New York Yankees activated LHP Jordan Montgomery.
10/3/17,Los Angeles Angels signed free agent RHP Vicente Campos to a minor league contract and invited him to spring training.
10/4/17,Texas Rangers released DH Prince Fielder.
10/4/17,Arizona Diamondbacks reassigned LHP Anthony Banda to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned RHP Jake Barrett to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned RHP Silvino Bracho to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned CF Socrates Brito to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned CF Jeremy Hazelbaker to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned RHP J.J. Hoover to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned RHP Matt Koch to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned SS Domingo Leyba to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned LHP T.J. McFarland to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned C John Ryan Murphy to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned SS Jack Reinheimer to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned RHP Braden Shipley to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned 2B Ildemaro Vargas to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned 1B Christian Walker to the minor leagues.
10/4/17,Arizona Diamondbacks reassigned RHP Taijuan Walker to the minor leagues.
10/4/17,Minnesota Twins activated RHP Bartolo Colon.
10/4/17,Minnesota Twins activated RHP John Curtiss.
10/4/17,Minnesota Twins activated LHP Dietrich Enns.
10/4/17,Minnesota Twins activated RHP Kyle Gibson.
10/4/17,Niko Goodrum roster status changed by Minnesota Twins.
10/4/17,Minnesota Twins activated RHP Felix Jorge.
10/4/17,Minnesota Twins activated LHP Gabriel Moya.
10/4/17,Minnesota Twins activated RF Daniel Palka.
10/4/17,Minnesota Twins activated LHP Glen Perkins.
10/4/17,Minnesota Twins activated RHP Fernando Romero.
10/4/17,Minnesota Twins activated LHP Randy Rosario.
10/4/17,Minnesota Twins activated 3B Miguel Sano.
10/4/17,Minnesota Twins activated RHP Aaron Slegers.
10/4/17,Minnesota Twins activated RHP Michael Tonkin.
10/4/17,Minnesota Twins activated LHP Nik Turley.
10/4/17,Chicago Cubs claimed RHP Luke Farrell off waivers from Cincinnati Reds.
10/4/17,Chicago Cubs designated RHP Felix Pena for assignment.
10/4/17,Cincinnati Reds sent RHP Asher Wojciechowski outright to Louisville Bats.
10/4/17,Cincinnati Reds sent RHP Alejandro Chacin outright to Louisville Bats.
10/4/17,Cincinnati Reds sent RHP Nick Travieso outright to Louisville Bats.
10/4/17,Colorado Rockies reassigned RHP Yency Almonte to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP Chad Bettis to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP Shane Carle to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP Tyler Chatwood to the minor leagues.
10/4/17,Colorado Rockies reassigned LHP Kyle Freeland to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP Rayan Gonzalez to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP Jeff Hoffman to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP Zach Jemiola to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP German Marquez to the minor leagues.
10/4/17,Colorado Rockies reassigned RHP Adam Ottavino to the minor leagues.
10/4/17,Colorado Rockies reassigned LHP Zac Rosscup to the minor leagues.
10/4/17,Colorado Rockies reassigned C Tom Murphy to the minor leagues.
10/4/17,Colorado Rockies reassigned 1B Ryan McMahon to the minor leagues.
10/4/17,Colorado Rockies reassigned 1B Jordan Patterson to the minor leagues.
10/4/17,Colorado Rockies reassigned LF David Dahl to the minor leagues.
10/4/17,Chicago White Sox sent RHP Brad Goldberg outright to Charlotte Knights.
10/4/17,Chicago White Sox sent C Rob Brantly outright to Charlotte Knights.
10/4/17,Chicago White Sox sent RHP Chris Volstad outright to Charlotte Knights.
10/4/17,Chicago White Sox sent LHP David Holmberg outright to Charlotte Knights.
10/4/17,Chicago White Sox sent RF Rymer Liriano outright to Charlotte Knights.
10/4/17,Philadelphia Phillies sent LHP Kevin Siegrist outright to Lehigh Valley IronPigs.
10/4/17,Philadelphia Phillies sent 2B Ty Kelly outright to Lehigh Valley IronPigs.
10/4/17,Houston Astros signed free agent C Lorenzo Quintana to a minor league contract.
10/4/17,Oakland Athletics signed free agent SS Daniel Bautista to a minor league contract.
10/5/17,Boston Red Sox reassigned LF Chris Young to the minor leagues.
10/5/17,Boston Red Sox reassigned LHP Fernando Abad to the minor leagues.
10/5/17,Boston Red Sox reassigned RHP Matt Barnes to the minor leagues.
10/5/17,Boston Red Sox reassigned RHP Blaine Boyer to the minor leagues.
10/5/17,Boston Red Sox reassigned LHP Roenis Elias to the minor leagues.
10/5/17,Boston Red Sox reassigned RHP Heath Hembree to the minor leagues.
10/5/17,Boston Red Sox reassigned LHP Brian Johnson to the minor leagues.
10/5/17,Boston Red Sox activated 3B Tzu-Wei Lin.
10/5/17,Boston Red Sox reassigned LHP Henry Owens to the minor leagues.
10/5/17,Boston Red Sox reassigned LHP Robby Scott to the minor leagues.
10/5/17,Boston Red Sox reassigned C Blake Swihart to the minor leagues.
10/5/17,Boston Red Sox reassigned RHP Ben Taylor to the minor leagues.
10/5/17,Boston Red Sox reassigned 1B Sam Travis to the minor leagues.
10/5/17,Boston Red Sox reassigned RHP Hector Velazquez to the minor leagues.
10/5/17,Boston Red Sox reassigned RHP Brandon Workman to the minor leagues.
10/5/17,Houston Astros reassigned RHP Tyler Clippard to the minor leagues.
10/5/17,Houston Astros reassigned 3B J.D. Davis to the minor leagues.
10/5/17,Houston Astros reassigned RHP Michael Feliz to the minor leagues.
10/5/17,Houston Astros reassigned RHP Mike Fiers to the minor leagues.
10/5/17,Houston Astros reassigned LHP Reymin Guduan to the minor leagues.
10/5/17,Houston Astros reassigned RHP James Hoyt to the minor leagues.
10/5/17,Houston Astros reassigned 2B Tony Kemp to the minor leagues.
10/5/17,Houston Astros reassigned CF Jake Marisnick to the minor leagues.
10/5/17,Houston Astros reassigned RHP Francis Martes to the minor leagues.
10/5/17,Houston Astros reassigned RHP Collin McHugh to the minor leagues.
10/5/17,Houston Astros reassigned 3B Colin Moran to the minor leagues.
10/5/17,Houston Astros reassigned 1B A.J. Reed to the minor leagues.
10/5/17,Houston Astros reassigned LHP Tony Sipp to the minor leagues.
10/5/17,Houston Astros reassigned C Max Stassi to the minor leagues.
10/5/17,Houston Astros reassigned RF Preston Tucker to the minor leagues.
10/5/17,Cleveland Indians reassigned RF Abraham Almonte to the minor leagues.
10/5/17,Cleveland Indians reassigned RHP Shawn Armstrong to the minor leagues.
10/5/17,Cleveland Indians reassigned LHP Craig Breslow to the minor leagues.
10/5/17,Cleveland Indians reassigned LHP Kyle Crockett to the minor leagues.
10/5/17,Cleveland Indians reassigned 3B Yandy Diaz to the minor leagues.
10/5/17,Cleveland Indians reassigned RHP Nick Goody to the minor leagues.
10/5/17,Cleveland Indians reassigned RF Brandon Guyer to the minor leagues.
10/5/17,Cleveland Indians reassigned RHP Zach McAllister to the minor leagues.
10/5/17,Cleveland Indians reassigned C Francisco Mejia to the minor leagues.
10/5/17,Cleveland Indians reassigned LHP Ryan Merritt to the minor leagues.
10/5/17,Cleveland Indians reassigned LHP Shawn Morimando to the minor leagues.
